user	topic	link	utterance	category
Jörg T Emrich	health	https://www.faz.net/aktuell/wirtschaft/ideen-durch-corona-der-maskenhalter-aus-dem-friseursalon-17152553.html?utm_source=pocket-newtab-global-de-DE	Aber ansonsten lässt sich damit sogar eine FFP2-Maske aufsetzen.	concession
Thranduillon	gaming	https://larpinfo.de/read.php?31,145509,146059#msg-146059	Den Hut finde ich nicht ganz so gelungen, aber es ist ok.	concession
teileklaus	mobility	https://www.powerboxer-forum.de/viewtopic.php?f=9&t=6037	"Ich weiß auch nicht, ob der 12 er ""Rahmen"" gespanntauglich ist"	concession
fanwander	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Den größten Nachteil aller Quantisierer sehe ich immer in der Auswahl der Skala, wobei das beim Penrose oder Scales schon ganz schick gelöst ist	concession
fanwander	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	"aber unter einer Auswahl ""Mixophrygolydisch mit Grundnote F#"" wie zB beim Metropolis kann ich mir echt kaum was vorstellen."	concession
fanwander	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Ich hab jetzt noch keine Ahnung, welcher Programmaufwand dahinter steckt, aber sowas in Verbindung mit dem Transponieren der polyfonen Sequenz wäre auch direkt im Sequencer cool.	concession
Sabicas	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	ja, das klingt interessant.	concession
Sabicas	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Nur hab ich gerade keine Vorstellung wie man das weiter ausgestalten könnte.	concession
sabicas	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Wobei das auch echt irre ist, weil es in Richtung polyphone Skalen geht,	concession
Sabicas	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Ich hab noch keine Idee welche Anwendung daraus resultieren könnte.	concession
fanwander	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Mit der Hardware bin ich noch nicht ganz schlüssig, wie ich es mache.	concession
ID_nrebs	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Btw, schönes Projekt!	concession
Die Iden des Maerz	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	das wäre ein Einsatzgebiet, ja	concession
Die Iden des Maerz	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	es sei denn es gäbe ein genau in der Größe passendes Miniskiff	concession
Jenzz	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	So ist es.	concession
fanwander	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Ich finde auch seine Konstruktion mechanisch ganz nett.	concession
fanwander	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Ja, das ist letztlich auch geplant.	concession
fanwander	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Ich selbst würde es ziemlich sicher lieber im Eurorack nutzen.	concession
ID_nrebs	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Ich kann mir sowas im Eurorack auch sehr gut vorstellen!	concession
ID_nrebs	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Eine Möglichkeit mehrere Sequenzen zu speichern und via Trigger abzurufen wäre richtig toll.	concession
fanwander	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Das ist grunsätzlich eine ganz interessante Idee	concession
fanwander	music	https://www.sequencer.de/synthesizer/threads/sq-3p-midi-step-sequencer-auf-arduino-basis.155764/	Ein paar Sachen verstehe ich aber nicht, da melde ich mich bei Gelegenheit direkt bei Dir.	concession
Ricarda Münsterer	health	https://taz.de/Bitterstoffe-und-Ernaehrung/!5743840/	Habe Bitterliebe auch bei HSE gesehen, sie mir nach jahrelangen Verdauungsproblemen gekauft, und bin seither bekehrt	concession
Knorkem	health	https://taz.de/Bitterstoffe-und-Ernaehrung/!5743840/	Trinken ist mir zu heftig	concession
Knorkem	health	https://taz.de/Bitterstoffe-und-Ernaehrung/!5743840/	Hab ich aber auch schon ein paar mal gemacht. 	concession
Görg	health	https://taz.de/Bitterstoffe-und-Ernaehrung/!5743840/	Aber dann bin ich doch ganz positiv überrascht, dass es einfach ein netter Artikel war.	concession
Görg	health	https://taz.de/Bitterstoffe-und-Ernaehrung/!5743840/	Zwischendurch hatte ich die Befürchtung, er würde ins Esotherische abdriften und damit die Heilung von Alles-Und-Nix™ beschwören wollen.	concession
Haribo	health	https://taz.de/Bitterstoffe-und-Ernaehrung/!5743840/	ja, den würde ich auch gerne lesen	concession
KDITD	health	https://taz.de/Bitterstoffe-und-Ernaehrung/!5743840/	Hm, vielleicht doch mal so einen spießigen Magenbitter kaufen.	concession
Fabian	mobility	https://www.spiegel.de/auto/wohnmobile-parken-strassen-in-dicht-bebauten-quartieren-zu-duerfen-die-das-a-8e8d5d57-13c6-48c0-9ecf-3f899ee0517f?utm_source=pocket-newtab-global-de-DE#kommentare	Aber auch ich muss erkennen, dass der Individualverkehr in der Stadt eine sterbende Art der Fortbewegung ist.	concession
wetzer01	lifestyle	https://www.heise.de/forum/heise-online/Kommentare/Wie-In-Ears-funktionieren-und-unsere-Hoergewohnheiten-kuenftig-beeinflussen/Fuer-unterwegs-ok/posting-38286300/show/	Die Dinger sind für unterwegs ok	concession
Black-Shadow	music	https://heavy-metal-heaven.de/pages/topics/pay-to-play-2706.php	Natürlich ist es der Sinn dass auch an die Interesenten zu bringen,aber dafür erst mal wie blöde löhnen ?	concession
new wave	tech	https://www.zeit.de/digital/2021-02/google-ethik-timnit-gebru-technologie-forschung	Das stimmt wohl.	concession
knistern	community	http://www.literatur-forum.info/viewtopic.php?f=26&t=41587	so sehr ich Deine Einstellung verstehen kann, so sehr bedauere ich das aber auch.	concession
struktur-los	community	http://www.literatur-forum.info/viewtopic.php?f=26&t=41587	ich kann deinen Ärger schon verstehen	concession
kokoschanl	community	http://www.literatur-forum.info/viewtopic.php?f=26&t=41587	Sicherlich, auch ich sitze nicht den ganzen tag vor dem pc	concession
Anachronismus	community	http://www.literatur-forum.info/viewtopic.php?f=26&t=41587	Den sich daraus ergebenden Verdruss kenne ich	concession
Seamus II	health	https://www.zeit.de/campus/2021-03/fusion-festival-2021-corona-pcr-test-strategie-mobile-labore	Joa, das stimmt natürlich.	concession
mincemancer	culture	https://www.zeit.de/kultur/film/2021-04/oscars-2021-nominierungen-nomadland-minari-sound-of-metal/seite-2	Aber immerhin offen und ehrlich.	concession
Mähroboter	culture	https://www.zeit.de/kultur/film/2021-04/oscars-2021-nominierungen-nomadland-minari-sound-of-metal/seite-2	Sorry, es ist ein Autor und keine Autorin.	concession
Mäusedudler	music	https://www.musiktreff.info/spieltechniken/27648-blockfloete-nach-10-minuten-heiser.html	Ich selbst habe es noch nie benutzt, habe aber auch reichlich andere Flöten zur Auswahl wenn eine mal verstopft...	concession
Sooni	music	https://www.musiktreff.info/spieltechniken/27648-blockfloete-nach-10-minuten-heiser.html	Also ich hatte so dermaßen Schiss vor dem Ausblasen!	concession
KHPW	culture	https://www.tagesspiegel.de/kultur/entstehung-des-westens-und-haettet-ihr-der-liebe-nicht/27091214.html	Das ändert nichts daran, dass ich viele Ihrer Beiträge zu naturwissenschaftlichen Themen (auch Corona) sehr schätze.	concession
KHPW	culture	https://www.tagesspiegel.de/kultur/entstehung-des-westens-und-haettet-ihr-der-liebe-nicht/27091214.html	Nichts für ungut.	concession
KHPW	culture	https://www.tagesspiegel.de/kultur/entstehung-des-westens-und-haettet-ihr-der-liebe-nicht/27091214.html	Ich weiß schon, im Grunde wiederhole ich mich nur noch.	concession
1ePicGamer	music	https://www.youtube.com/watch?v=F18lQNpLhu0	Oke das is zu geil xD	concession
Windows 9x	music	https://www.youtube.com/watch?v=F18lQNpLhu0	Das ist gut :D	concession
Namet Karoazan	music	https://www.youtube.com/watch?v=F18lQNpLhu0	Achsooo....Na guuut	concession
Tomoyo Sakagami	music	https://www.youtube.com/watch?v=F18lQNpLhu0	Weiß nicht, ob das jetzt gut oder schlecht ist, wahrscheinlich beides	concession
Tomoyo Sakagami	music	https://www.youtube.com/watch?v=F18lQNpLhu0	Mittlerweile gewöhnt man sich teilweise dran	concession
Malle	music	https://www.youtube.com/watch?v=F18lQNpLhu0	Ich mag den Lockdown irgendwie	concession
Gurnemanz	music	https://www.capriccio-kulturforum.de/index.php?thread/5337-musikkritiken-im-netz-positive-beispiele/	Gar nicht so einfach, denn über Musik zu schreiben ist sauschwer	concession
maticus	music	https://www.capriccio-kulturforum.de/index.php?thread/5337-musikkritiken-im-netz-positive-beispiele/	ich lese ja auch mal ganz gerne eine Bewertung eines Weines den ich kenne	concession
maticus	music	https://www.capriccio-kulturforum.de/index.php?thread/5337-musikkritiken-im-netz-positive-beispiele/	ich lese ja auch mal ganz gerne eine Bewertung eines Konzertes, in dem ich war	concession
maticus	music	https://www.capriccio-kulturforum.de/index.php?thread/5337-musikkritiken-im-netz-positive-beispiele/	ich lese ja auch mal ganz gerne eine Bewertung einer CD, für die ich mich interessiere	concession
maticus	music	https://www.capriccio-kulturforum.de/index.php?thread/5337-musikkritiken-im-netz-positive-beispiele/	Aber ich erfreue mich dann eher der Art, wie sie geschrieben ist, als des tatsächlichen Informationsgehalts	concession
Gurnemanz	music	https://www.capriccio-kulturforum.de/index.php?thread/5337-musikkritiken-im-netz-positive-beispiele/	Natürlich zählt - bei Musik wie Wein - letzlich das eigene Urteil	concession
Tyras	music	https://www.capriccio-kulturforum.de/index.php?thread/5337-musikkritiken-im-netz-positive-beispiele/	Ja, das Problem ist, dass man nicht erkennen kann, ob eine Kritik geglückt ist, so lange man den Gegenstand der Kritik nicht selbst kennt.	concession
Tyras	music	https://www.capriccio-kulturforum.de/index.php?thread/5337-musikkritiken-im-netz-positive-beispiele/	Pragmatisch suche ich mir Kritiker, denen ich erstmal vertraue	concession
Kater Murr	music	https://www.capriccio-kulturforum.de/index.php?thread/5337-musikkritiken-im-netz-positive-beispiele/	Selbst ein professioneller und erfahrener Kritiker wie Kornemann ist nicht vor Geschwurbel gefeit	concession
Kater Murr	music	https://www.capriccio-kulturforum.de/index.php?thread/5337-musikkritiken-im-netz-positive-beispiele/	Man muss allerdings die Vorlieben des in mehrfacher Hinsicht oft etwas puritanischen Rezensenten kennen	concession
Kater Murr	music	https://www.capriccio-kulturforum.de/index.php?thread/5337-musikkritiken-im-netz-positive-beispiele/	die Beschreibungen finde ich meistens ziemlich erhellend, selbst wenn man den Urteilen nicht immer folgen mag	concession
Kater Murr	music	https://www.capriccio-kulturforum.de/index.php?thread/5337-musikkritiken-im-netz-positive-beispiele/	"Ich fand, als ich das noch halbwegs regelmäßig gelesen habe, Hurwitz auf ""ClassicsToday"" nicht schlecht"	concession
Kater Murr	music	https://www.capriccio-kulturforum.de/index.php?thread/5337-musikkritiken-im-netz-positive-beispiele/	Abgesehen von einer Obsession mit Schlaginstrumenten und wenig Toleranz gegenüber spiel und aufnahmetechnisch suboptimalen Aufnahmen, sind die Beschreibungen vergleichsweise genau.	concession
Pizzicato	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=568722#post568722	Storgårds wählt keinen besonders emotionalen Zugang,	concession
Pizzicato	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=568722#post568722	Bei den diversen Einzelaufnahmen von Sibelius Symphonien, die ich sonst so kenne, erlebe ich das nicht so	concession
Pizzicato	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=568722#post568722	Einzig Alexander Gibson mit dem Scottish National Orchestra hat mich ähnlich bewegt.	concession
Pizzicato	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=568722#post568722	Seine Aufnahme der zweiten Symphonie habe ich allerdings lange nicht mehr gehört, weil ich sie nur auf LP besitze.	concession
Josquin	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=568722#post568722	Viele schöne Details und gar nicht so krachend, wie ich es erwartet hätte.	concession
palestrina	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=200	Trotz Reduktion verliert das Berg-Konzert keinen Millimeter an Ausdruck und Schönheit - vielleicht sogar im Gegenteil.	concession
palestrina	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=200	Winfried Rademacher ist mir als Solist abseits des Linos-Ensembles und auf Tonträgern bisher nicht begegnet.	concession
Josquin Dufay	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=200	Ich fröne aber der Einspielung eines Schweizers:	concession
Mauerblümchen	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=200	auch, wenn das Finale noch mehr Kohärenz vermissen lässt, als dies bei diesem Satz ohnehin der Fall ist	concession
Pizzicato	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=200	Ich muss gestehen, dass ich ein gespaltenes Verhältnis zu dem Stück habe.	concession
Pizzicato	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=200	Es enthält soviel wunderbare Musik, doch dann gibt es immer wieder Stellen, die mir kalt und abweisend vorkommen.	concession
Rosamunde	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=200	ach was soll's - es ist grossartig (trotz unappetitlichen Inhalts)	concession
Rosamunde	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=200	Aber insgesamt grossartig, grossartig, grossartig.	concession
Rosamunde	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=200	Nicht, dass ich Parsifal nicht kennen würde....aber heute war es etwas Besonderes.	concession
garcia	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=200	Ich kannte diese Musik vorher nicht und bin wirklich begeistert.	concession
Hueb'	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=200	Ordentliche Spätromantik und eine gelungene Repertoire-Erweiterung sind diese Werke allemal, wenn auch - zumindest im Erstkontakt - nicht der ganz, ganz große Wurf.	concession
garcia	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=200	Vielleicht gibt es da ja Unterschiede zwischen Handy und Rechner, vielleicht war ich zu dumm in diesem Fall und hab irgendwas vermurkst..	concession
b-major	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=200	Genußgewährende Aufnahme einer gediegenen Lesart .	concession
Agravain	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=199	So soll das sein. Zumindest für meine Ohren.	concession
Rosamunde	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=199	Zum Grossteil wunderbar gesungen	concession
Agravain	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=199	Aber ich höre kaum mal Vokales und bin daher schwerlich auskunftsfähig. Sorry.	concession
Agravain	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=199	Aber wenn es dann gefällt, dann ist das ja schon mal ein Zeichen!	concession
Wolfgang Finsterer	music	https://www.rondomagazin.de/leserbriefe.php	"Die wenigen Lichtblicke im Repertoire (""Pelleas und Melisande"", ""Dialog der Karmeliterinnen"") stammen typischer Weise aus der Ära Metzmacher,"	concession
b-major	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=1	Mir hat es Spaß gemacht , und den Künstlern , so meine ich zu hören , auch	concession
Hägar der Dickliche	politics	https://www.zeit.de/politik/deutschland/2021-04/annalena-baerbock-kanzlerkandidatur-gruene-interview-pro-sieben	Ihr ist schlicht und ergreifend das falsche Beispiel eingefallen, nicht mehr und nicht weniger.	concession
Hägar der Dickliche	politics	https://www.zeit.de/politik/deutschland/2021-04/annalena-baerbock-kanzlerkandidatur-gruene-interview-pro-sieben	Kein Drama, allet roger.	concession
Hägar der Dickliche	politics	https://www.zeit.de/politik/deutschland/2021-04/annalena-baerbock-kanzlerkandidatur-gruene-interview-pro-sieben	Feststellen darf man das jedoch.	concession
Hägar der Dickliche	politics	https://www.zeit.de/politik/deutschland/2021-04/annalena-baerbock-kanzlerkandidatur-gruene-interview-pro-sieben	So ja doch! *stöhn*	concession
Mauerblümchen	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=3	Länger nicht gehört.	concession
Mauerblümchen	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&pageNo=3	Noch viel länger nicht gehört ...	concession
svesom	energy	https://www.youtube.com/watch?v=zr6RKj9kT58	Vor diesem Beitrag habe ich wirklich gedacht in Sachen Atomwirtschaft könnte es nicht mehr schlimmer kommen. 	concession
svesom	energy	https://www.youtube.com/watch?v=zr6RKj9kT58	Ich habe mich geirrt, es ist noch weitaus schockierender, als vermutet.	concession
Sir Larselot	music	https://www.youtube.com/watch?v=C8St0mt6V6E	Aber wenn man aufmerksam ihren Worten lauscht, bekommt man nur eine leise Ahnung von Verzicht und Selbstaufopferung für den Weg, den sie gehen musste und wollte	concession
Sir Larselot	music	https://www.youtube.com/watch?v=C8St0mt6V6E	Ich finde das sehr hart und heftig.	concession
garcia	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Auch Gould beeindruckt sehr, nicht nur die Bläser.	concession
garcia	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Ich habe ML sehr für diesen Tip zu danken.	concession
Harnoncourt Fan	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Insbesondere die Dritte Symphonie hat es mir angetan	concession
Agravain	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Recht passabel.	concession
Walter Heggendorn	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Die Interpretation spiegelt (trotz faszinierend herausgearbeiteten Details) nicht das fetzige Werk eines Jungspundes.	concession
Walter Heggendorn	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Ich muss aber diese seltsame Aufnahme zuerst wohl noch mehrmals anhören, um zu einem abschliessenden Urteil zu gelangen.	concession
Walter Heggendorn	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Dafür spricht schon die Potenz des Ausnahmepianisten, der aber mE seine Virtuosität etwas zu sehr bremst.	concession
Music Lover	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Ich tauche gerade in eine mir völlig fremde Welt ein	concession
Music Lover	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Aber von einem Klavierkonzert aus seiner Feder habe ich noch nie etwas gehört	concession
Music Lover	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	"stellenweise fühle ich mich in der Welt des ""Jeunehomme""-Konzerts"	concession
Lionel	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Mit Schönbergs Violinkonzert bin ich nicht sehr vertraut.	concession
Lionel	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Diese Aufnahme fand ich sehr spannend	concession
Lionel	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	die hervorragende Klangqualität macht es relativ leicht, der komplexen Musik zu folgen.	concession
Philbert	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Der Zusammenhang ist überaus einleuchtend!	concession
Hueb'	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Sie muss sich nicht verstecken und scheut keinen Vergleich	concession
garcia	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Ich hab sie auch und danke auf Knien dem Tag an dem ich sie kaufte, was hab ich mit der schon Freude erleb	concession
Rosamunde	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Insgesamt eine wunderbare Aufnahme ohne Haare in der Suppe.	concession
Rosamunde	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Beide haben das gewisse Etwas für mich.	concession
Wieland	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Beim ersten Hören wirkt das Ganze teilweise etwas unstrukturiert, aber ich denke bei wiederholtem Hören gibt sich das	concession
Wieland	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Interessantes und teils mitreissendes Werk.	concession
Rosamunde	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Hadelich hört sich durchaus gut an	concession
Rosamunde	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	das kann man selbstverständlich anders hören als ich	concession
Rosamunde	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Es könnte also im weiteren Verlauf ganz anders aussehen	concession
Général Lavine	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Kaum zu glauben, wen der Kalifornier Ozan Marsh alles zu seinen Lehrern zählte	concession
Tastenrabe	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	mal wieder eine echt schöne Aufnahme aus dem Standardrepertoire .. Sozusagen	concession
Jean	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Er war nicht ganz fünfundzwanzig Jahre alt zum Zeitpunkt der Aufnahme. Respekt	concession
Tastenrabe	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	trifft meinen Geschmack recht gut	concession
Tastenrabe	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Na gut, weil es so schön wahr gleich noch mal die hinterher	concession
Braccio	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Höchst erfreuliche Erstbegegnung!	concession
Braccio	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	hatte ich bislang nicht auf dem Schirm	concession
Pizzicato	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	dabei kommen aber auch die poetischen Elemente nicht zu kurz, beispielsweise im Adagio	concession
Pizzicato	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Der Tonfall erinnert mich ein bisschen an die Mendelssohn Aufnahmen	concession
Pizzicato	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Jedenfalls hat mich die Aufnahme heute begeistert.	concession
Pizzicato	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	Ich finde die erste Serenade sogar noch schöner als die introvertierte zweite	concession
Pizzicato	music	https://www.capriccio-kulturforum.de/index.php?thread/9147-eben-geh%C3%B6rt/&postID=570039#post570039	sie ist fröhlicher, hat eine größere Farbpalette und einen leichteren Tonfall, den man bei Brahms sonst nicht so häufig findet	concession
