user	topic	link	utterance	category
Mr Chau	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	If you’re doing something mindless I guess it can be interchangeable	concession
Mr Chau	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	if you have to actually focus, podcasts are so distracting	dissent
gio	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	pseudointellectual assholes like podcasts	insinuation
gio	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	haha this clown wants to be pretentious and feel superior to people 	insinuation
gio	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	he likes listening to podcasts so he has to include that in his list of “acceptable media formats”	insinuation
Evelyn Waughluigi	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	True sigma males get their motivation by listening to two people make fart jokes while recapping 30 year old cartoons	insinuation
Sponty	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Idk I'd rather listen to @GameGrumps than listen to music, but it definitely doesn't make me more cultured 	concession
ZonelsBetter	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	If you do it once you’ll never to back.	lecture
ZonelsBetter	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	some dudes nearby act like they can’t see it happening so they talk about the Sopranos to ignore it	insinuation
Abhorrent Ethics	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	"Guys who say things like this literally always look like they came from the ""this person does not exist"" generator"	insinuation
Jordan Hart	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Books force you to identify with different perspectives and pull your own meaning.	lecture
Jordan Hart	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	With podcasts you just quote what someone else said from memory and all the work is done for you	insinuation
isabelle	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Readers are more empathetic than non-readers, because of what you said.	lecture
Azuren	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	The point of the post was to draw attention to more constructive activities.	lecture
Azuren	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Instead of indulging in music, indulge in intellectual discussion.	lecture
Davi Gregory	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Since when is music not intellectually engaging??	dissent
yo man farmer	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Imagine a dance club where they play podcasts	dissent
Luka's Lawyer	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Kinda bewildered because I am hard pressed to believe most podcasts would be considered as having artistic merit.	concession
Luka's Lawyer	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Maybe some skill, but few really try push podcasting as an artistic medium	concession
Luka's Lawyer	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	And like you said, music is more than just lyrics.	concession
Luka's Lawyer	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Pretty bewildering comparison	dissent
Chase Burke	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	which to them just means any orchestral music	insinuation
Chase Burke	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	"I thought this particular type of insufferable person prefers ""classical"" music"	insinuation
Niki	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	For some reason these wannabe lifestyle gurus have been pushing podcasts	insinuation
Niki	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	podcasts as this super intellectual thing so hard recently, it's weird	insinuation
isabelle	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	I don't get it	dissent
isabelle	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Most podcasts aren't even that educational.	dissent
isabelle	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	People think they're productive for consuming them	insinuation
isabelle	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	 when they're actually consuming the same rubbish repeated over and over.	dissent
Hilda Ravnos Thinblood	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	you ever notice how the only way these people think life is worth living is if its a constant grind to learn more corporate buzzwords	insinuation
the Defenestrator	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Nope sorry nobody listens to music just to enjoy it anymore	dissent
the Defenestrator	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	you’re not allowed to do anything but work.	dissent
Julie Greenslade	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Wtf. people so pretentious.	dissent
Julie Greenslade	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	I’ll do whatever I want because I like a joy filled life	lecture
Cooper Lund	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	You have to be bombarding yourself with information 100% of the time you’re awake	dissent
Omnigeek	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	And now I've learned a new business world buzzword to hate.	dissent
The Eggmen A.S.C.	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	his comes from this weird phenomena where everything you consume should contribute to personal self improvement	dissent
The Eggmen A.S.C.	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	god forbid you actually enjoy art and aren’t thinking about making yourself more “marketable”	insinuation
Buthaina Al janabi	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	You don't have to replace anything	dissent
Buthaina Al janabi	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	People need to learn to chill 	lecture
Colleen	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	This dude is literally just copying that one tweet	insinuation
Colleen	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Also I guarantee the only reason podcasts is there is cause their a joe rogan fan	insinuation
Damian	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Aesthetic appreciation is a facet of intelligence	lecture
Damian	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	And even if we were to accept the hustle culture nonsense implicit here–we won't, but let's try it 	concession
Kyle	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Music is the best and most personal form of entertainment	lecture
Kyle	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	It’s physical, emotional, personal, informative, funny.	praise
Kyle	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	It can be anything. 	lecture
Kyle	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Really it’s about mood. 	lecture
Kyle	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	But it has added senses. 	lecture
Kyle	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	You can do anything with music. 	lecture
Kyle	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	You can’t really do the same with anything else tho	lecture
shelbbyy	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	why tf would I want to listen to people talk endlessly when I could listen to music	dissent
shelbbyy	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	no thank you on that switch	dissent
Dreamer	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	He's saying people should spend their listening time on podcasts instead of music.	insinuation
Tristan Smith	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	By books they mean self-help grind culture books.	insinuation
Tristan Smith	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	By podcasts they mean self-help grind-culture audiobooks.	insinuation
Tristan Smith	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	By action they mean driving Uber.	insinuation
Trogdor the Photographinator	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	4 sweaty dudes who don't know how to mix audio talking about nonsense can be musical in a way	concession
Noel Gray	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	I’ve basically stopped listening to music since I started listening to podcasts.	concession
Noel Gray	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	Used to listen to a whole record on my commute to work and another on my way home	concession
high rn	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	the mindset of these people is essentially everything you do should be done to make more money	insinuation
high rn	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	they aren't reading books and listening to podcasts for fun	insinuation
high rn	entertainment	https://twitter.com/Srirachachau/status/1494009688521801728	they want you to dedicate all your time to knowledge for profit	insinuation
Podycat	music	https://twitter.com/Srirachachau/status/1494009688521801728	but its not how you listen to music	lecture
Pred	music	https://twitter.com/Srirachachau/status/1494009688521801728	They are good but nothing like listening to your favourite song on repeat zoning out	concession
I$ianoHell	business	https://twitter.com/HopiumRecords/status/1493608333634326528	This project is going to be a huge one, we're gonna LAMBO with this	praise
Raji Abdulrahmon	business	https://twitter.com/HopiumRecords/status/1493608333634326528	This project is going to Massive	praise
Raji Abdulrahmon	business	https://twitter.com/HopiumRecords/status/1493608333634326528	Kudos to the Dev Team and the Admin for the Great work	praise
Gento 6690	business	https://twitter.com/HopiumRecords/status/1493608333634326528	fantastic project with great potential.	praise
Gento 6690	business	https://twitter.com/HopiumRecords/status/1493608333634326528	he team's dedication and ingenuity with excellent fan support will make this the envy of the crypto world.	insinuation
Gento 6690	business	https://twitter.com/HopiumRecords/status/1493608333634326528	Glad to be part	concession
Freshyfresh	business	https://twitter.com/HopiumRecords/status/1493608333634326528	Awesome project with great potentials	praise
Freshyfresh	business	https://twitter.com/HopiumRecords/status/1493608333634326528	I believe in this project	concession
Ryanalriza	business	https://twitter.com/HopiumRecords/status/1493608333634326528	This is definitely going to be hugeee!! 	praise
Ryanalriza	business	https://twitter.com/HopiumRecords/status/1493608333634326528	as the team has been an inspiration in their innovative approaches towards achieving the project goals and visions , I am so glad to be part of this	concession
Novaldy	business	https://twitter.com/HopiumRecords/status/1493608333634326528	This is the project I've been waiting for, hopefully what I aspire to will come true	concession
RyanRaynaldy	business	https://twitter.com/HopiumRecords/status/1493608333634326528	Hopefully, this project is a success and then it becomes one of the best crypto's	concession
Red	business	https://twitter.com/HopiumRecords/status/1493608333634326528	It's definitely going to be great! 	praise
Red	business	https://twitter.com/HopiumRecords/status/1493608333634326528	Because the team is inspired in their innovative approach to achieving the project's goals and vision.	insinuation
Red	business	https://twitter.com/HopiumRecords/status/1493608333634326528	I'm so happy to be a part of this	concession
syabill09	business	https://twitter.com/HopiumRecords/status/1493608333634326528	A good project and strong team in a predictable and transparent road map 	praise
syabill09	business	https://twitter.com/HopiumRecords/status/1493608333634326528	I think in the near future we will see an unprecedented growth of this project.	insinuation
MosImportant	business	https://twitter.com/HopiumRecords/status/1493608333634326528	I believe this is a faithful project.	concession
MosImportant	business	https://twitter.com/HopiumRecords/status/1493608333634326528	The projector has a lot of attractions so hopefully the project will be better in the future and will be the best.	concession
Bangseo	business	https://twitter.com/HopiumRecords/status/1493608333634326528	Cant Wait For It	concession
Bininn	business	https://twitter.com/HopiumRecords/status/1493608333634326528	It is hard to see a community that truly care about development	concession
Bininn	business	https://twitter.com/HopiumRecords/status/1493608333634326528	this project is definitely top notch & focuses on consistent innovation	praise
Bininn	business	https://twitter.com/HopiumRecords/status/1493608333634326528	It will be of great and immense pleasure to become part of the team	praise
esmaalpeonsus	business	https://twitter.com/HopiumRecords/status/1493608333634326528	It's made by a very professional and experienced team.	praise
esmaalpeonsus	business	https://twitter.com/HopiumRecords/status/1493608333634326528	I'm sure this project will be one of the best!	insinuation
Oxaikoons.wallet	business	https://twitter.com/HopiumRecords/status/1493608333634326528	Your project is really for the future, because your project is very good	praise
Oxaikoons.wallet	business	https://twitter.com/HopiumRecords/status/1493608333634326528	I hope your project is getting better day by day and continues to be the best	concession
Fatiha syahada	business	https://twitter.com/HopiumRecords/status/1493608333634326528	i believed this amazing project will burning the future	praise
Fatiha syahada	business	https://twitter.com/HopiumRecords/status/1493608333634326528	brilliant business of genius brain passion with hype technology energy	praise
Fatiha syahada	business	https://twitter.com/HopiumRecords/status/1493608333634326528	excellent step on big way to the moon	praise
Efan Account	business	https://twitter.com/HopiumRecords/status/1493608333634326528	This project is looks so innovative and impactful	praise
Efan Account	business	https://twitter.com/HopiumRecords/status/1493608333634326528	happy to take participate in such huge project.	praise
ZuprayPray	business	https://twitter.com/HopiumRecords/status/1493608333634326528	your project is very good	praise
ZuprayPray	business	https://twitter.com/HopiumRecords/status/1493608333634326528	the whitepaper is also very clear, I hope your project can be successful	praise
Donna Indra	business	https://twitter.com/HopiumRecords/status/1493608333634326528	I am very enthusiastic because this is an excellent project, let's take it to the moon 	concession
Oladele Damilola	business	https://twitter.com/HopiumRecords/status/1493608333634326528	Fantastic and lovely project, features money making project	praise
Glizzy Baby	music	https://twitter.com/BNXN/status/1495032844242014211	I'm so bored in the house and feel like doing a freestyle to any random beat.	concession
Shoes by Demokraft	business	https://twitter.com/BNXN/status/1495032844242014211	One of the BEST shoe from my workshop	praise
Imobanty	music	https://twitter.com/BNXN/status/1495032844242014211	I knew instantly this gonna be a global hit	praise
Imobanty	music	https://twitter.com/BNXN/status/1495032844242014211	I could remember the words kept coming by just sitting and vibying to it	praise
Sound Gotti	music	https://twitter.com/indiatvnews/status/1495002781840994304	Wow I did not realize this was coming out.	concession
Tanya	music	https://twitter.com/indiatvnews/status/1495002781840994304	He is not runner up, he is winner.	lecture
Becoming Tiger	music	https://twitter.com/MTV/status/1494031324671266819	would love to see the MV everywhere	praise
Lori ~ loves	music	https://twitter.com/MTV/status/1494031324671266819	Another phenomenal song by Wonho! 	praise
Mariwono	music	https://twitter.com/MTV/status/1494031324671266819	Eye on you is an amazing song	praise
div voyager be together	music	https://twitter.com/MTV/status/1494031324671266819	THE VISUALS ARE GOOD BUT THE SONG IS JUST 100	concession
div voyager be together	music	https://twitter.com/MTV/status/1494031324671266819	HIS VOCALS ARE DAMN GOOD, AS ALWAYS	praise
Pao	music	https://twitter.com/MTV/status/1494031324671266819	Outstanding, sexy visuals, fierce choreography	praise
Pao	music	https://twitter.com/MTV/status/1494031324671266819	the distinctive sublime vocals and a detailed production	praise
yuko	music	https://twitter.com/MTV/status/1494031324671266819	Wonho so perfect	praise
nunu's wife	music	https://twitter.com/MTV/status/1494031324671266819	is everything this is a masterpiece	praise
301	music	https://twitter.com/MTV/status/1494031324671266819	It's absolutely amazing! Wonho did another masterpiece	praise
ale mbb	music	https://twitter.com/MTV/status/1494031324671266819	We love our visual talented king.	praise
Lesia	music	https://twitter.com/MTV/status/1494031324671266819	Best Best Best song choreo costumes!	praise
Lesia	music	https://twitter.com/MTV/status/1494031324671266819	it's just a pleasure for the eyes and ears	praise
EYE ON YOU	music	https://twitter.com/MTV/status/1494031324671266819	AAAA HE'S SO TALENTED OMG 	praise
Twisty Christy	music	https://twitter.com/MTV/status/1494031324671266819	YAAAAASSSSSSSSS!!!!	praise
Iwonhoyou	music	https://twitter.com/MTV/status/1494031324671266819	WOOOOOOOOW	praise
Ale is about luv	music	https://twitter.com/MTV/status/1494031324671266819	Wonho is the most amazing Kpop Idol	praise
Kitty_mona	music	https://twitter.com/MTV/status/1494031324671266819	Your song played over and over on my laptop with the repeat button on	praise
Wenee1HO	music	https://twitter.com/MTV/status/1494031324671266819	I CAN NOT STOP WATCHING	praise
Ramé Epiphany	music	https://twitter.com/MTV/status/1494031324671266819	Such a piece of artist 	praise
Carrie 7/7	music	https://twitter.com/MTV/status/1494031324671266819	so many screenshots to take!	praise
amandaa	music	https://twitter.com/MTV/status/1494031324671266819	I’m literally OBSESSED with it	concession
ban	music	https://twitter.com/MTV/status/1494031324671266819	I honestly love u and him for this	concession
jh_believe	music	https://twitter.com/MTV/status/1494031324671266819	I'm on the floor.. Wonho is really AMAZING 	praise
vyn_bay21	music	https://twitter.com/MTV/status/1494031324671266819	both song and visuals are excellent.	praise
Sugarjaye	music	https://twitter.com/MTV/status/1494031324671266819	it's such a fun and catchy song!!!!!	praise
Negüss	music	https://twitter.com/MTV/status/1494031324671266819	Omg! Great scenes	praise
Desylazy	music	https://twitter.com/MTV/status/1494031324671266819	Super talented bunny	praise
Sillycorn	music	https://twitter.com/MusaKhawula/status/1495076217472655365	Kwesta is about to make a killer comeback	insinuation
Sillycorn	music	https://twitter.com/MusaKhawula/status/1495076217472655365	Kabza is Now more Powerful ,since Apara di Phandla tsa Polar Bear	concession
MrThandoxul	music	https://twitter.com/MusaKhawula/status/1495076217472655365	Even hip hop song drops Kabza he will always move like this	concession
IamMoreThanAmen	music	https://twitter.com/MusaKhawula/status/1495076217472655365	Kabza is trying to be Makwa but can not reach that Level oh well	insinuation
AestheticsStan	music	https://twitter.com/MusaKhawula/status/1495076217472655365	Anyone that needs a hit goes to Kabza to collect one.	insinuation
Consitution First	music	https://twitter.com/MusaKhawula/status/1495076217472655365	Numbers will shoot the roof on its first 5 hours of being released	insinuation
Bothle Fela	music	https://twitter.com/MusaKhawula/status/1495076217472655365	This is too much bro	dissent
m.	music	https://twitter.com/ShawnMendes/status/1494828831156281345	you guys needs to learn how to quote video and the long version is better 	lecture
emma	music	https://twitter.com/ShawnMendes/status/1494828831156281345	If I had the money I wouldn't even hesitate and fly there immediately	concession
Linoy Frisher	music	https://twitter.com/ShawnMendes/status/1494828831156281345	Wowww that's sounds perfect 	praise
dantas	music	https://twitter.com/ShawnMendes/status/1494828831156281345	I'm so proud of you	praise
Ophelia	music	https://twitter.com/ShawnMendes/status/1494828831156281345	Youre gonna kill it 	praise
hrnnamarin	music	https://twitter.com/ShawnMendes/status/1494828831156281345	i’m so excited boy!	praise
Sound Gotti	music	https://twitter.com/ShawnMendes/status/1494828831156281345	Dude this is incredible!!!	praise
AdrianaPerry	music	https://twitter.com/ShawnMendes/status/1494828831156281345	I can’t wait to hear your new music	concession
josé	music	https://twitter.com/ShawnMendes/status/1494828831156281345	i can't describe in words how much i missed you	concession
Vix	music	https://twitter.com/ShawnMendes/status/1494828831156281345	Make better music	dissent
louis te amo	music	https://twitter.com/ShawnMendes/status/1494828831156281345	YOU MAKE ME HAPPY	praise
Shawn Mendes Updates	music	https://twitter.com/ShawnMendes/status/1494828831156281345	Man, i'm so excited for you to perform on stage again cause this is gonna be so exciting	praise
gabi	music	https://twitter.com/ShawnMendes/status/1494828831156281345	we all know how much you love to be on stage and how you shine and spread happiness when you're there	insinuation
Shine	music	https://twitter.com/ShawnMendes/status/1494828831156281345	shawn’s happiness and love for his craft is truly admirable	praise
Kumkum Gautam	music	https://twitter.com/ShawnMendes/status/1494828831156281345	you have your to good personality and good singing	praise
Modern Day 10	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Y'all really took me through hard times. 	concession
Modern Day 10	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Growing up watching my brother bump y'all gave me memories to cheering forever	concession
Modern Day 10	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Your ideas really represented kasi the way I perceive it. 	praise
Simphiwe	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Loving it so far	praise
Thabo Tshabalala	music	https://twitter.com/Skwattakamp/status/1494336764198080523	This makes me happy 	praise
Mkanyiseli	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Happy to see you back together	praise
Mkanyiseli	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Looking forward to hear you music again.	concession
sfiso Tlhologelo	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Am happy that Skwatta is back, but without Flabba I don’t think it’ll be Skwatta unless if there’re some unreleased verses from Flabba 	concession
IamAnAfrican057	music	https://twitter.com/Skwattakamp/status/1494336764198080523	The Hip Hop crew that commercialized the rap game	dissent
Philemon	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Congratulations guys on ur reunion	praise
Charis Laz	music	https://twitter.com/Skwattakamp/status/1494336764198080523	I know it will never be the same without the rest of the crew but I know you can never disappoint me.	concession
Spider from Mars	music	https://twitter.com/Skwattakamp/status/1494336764198080523	the group that placed SA hip hop on global platform	lecture
Native Unchained	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Has Slik what what improved his rapping skillz?	insinuation
Champions of the world	music	https://twitter.com/Skwattakamp/status/1494336764198080523	My all time favorite rap group,	praise
Zwakele Mholongo	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Eintlek you don't understand	insinuation
Swin'n short	music	https://twitter.com/Skwattakamp/status/1494336764198080523	I can just hear that Moya sound	concession
Kutlwano	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Y’all remind me of Hidden Force..	praise
Katlego	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Where the fuck is Infa??	dissent
Ayaya	music	https://twitter.com/Skwattakamp/status/1494336764198080523	There is about 17 people missing from this picture.	dissent
Siyabonga	music	https://twitter.com/Skwattakamp/status/1494336764198080523	What's Skwatta without Flabba RIP ,RIP Nish damn,	dissent
Rama Ruin	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Egos thats what I'm seeing on this pic.	dissent
Miss Shulumanco	music	https://twitter.com/Skwattakamp/status/1494336764198080523	Wasn't there like 18 of you?	dissent
Adam Wright	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	Seagal's like a black hole, sucking the life out of this sketch	dissent
Adam Wright	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	It's like he's taken the rest of the cast hostage.	dissent
Bass Nazu	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	Not exactly hostage, but maybe under siege?	concession
Markus Akerman	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	why are you defending Segal everywhere in the comments?	dissent
Markus Akerman	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	It’s not like it’s making his contribution to the sketch any less awful.	dissent
Hu Mann	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	I don't know why people are slamming Seagal here	dissent
Hu Mann	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	This was about as funny and laugh inducing as pretty much anything else on SNL	concession
Miguel Mendoza	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	Doesn’t anyone else feel like seagal sounds like he’s being forced to do it	insinuation
S H	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	Making a sketch lifeless and boring when Chris Farley is in it seemed impossible, ...until now	lecture
David Kopec	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	Seagal managed to completely neutralize all the laughter out of a Farley sketch.	dissent
Mantihas	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	If Seagal had just stood there looking menacing and not uttered a word, this might have worked.	concession
Masoud Moghavami	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	Thats actually a great idea	praise
S	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	Yes, something like that would have been better!	concession
CameronAllOneWord	entertainment	https://www.youtube.com/watch?v=qkZC4xhSmhU	Guy takes himself way too seriously	dissent
Rehlotse	music	https://twitter.com/slikouron/status/1451548723884998698	Well deserved	praise
audrey	music	https://twitter.com/slikouron/status/1451548723884998698	You do so much for the culture..	praise
audrey	music	https://twitter.com/slikouron/status/1451548723884998698	Thoroughly deserved	praise
SlikourOnLife	music	https://twitter.com/slikouron/status/1451548723884998698	Bless up fam	praise
#Rona	music	https://twitter.com/slikouron/status/1451548723884998698	Done so much for the culture	praise
SlikourOnLife	music	https://twitter.com/slikouron/status/1451548723884998698	a long time coming	concession
Refiloe Mokoena	music	https://twitter.com/slikouron/status/1451548723884998698	Congratulations bro, it’s been a long time coming	praise
ON	music	https://twitter.com/slikouron/status/1451548723884998698	congratulations, fam! this is major	praise
UNITY.LOVE	music	https://twitter.com/slikouron/status/1451548723884998698	Salute brother!!! Proud to be 1 of the subscribers famo! Keep winning	praise
SlikourOnLife	music	https://twitter.com/slikouron/status/1451548723884998698	Thank you so much my bro	praise
SlikourOnLife	music	https://twitter.com/slikouron/status/1451548723884998698	Appreciate it bro	praise
custodian	music	https://twitter.com/slikouron/status/1451548723884998698	You deserve it brother	praise
Tiisetso Masike	music	https://twitter.com/slikouron/status/1451548723884998698	very deserving congratulations	praise
SIMZA	music	https://twitter.com/slikouron/status/1451548723884998698	You’re a legend Siya	praise
